NO,M-N0,M-NAME,P-NO,P-NAME,SIZE,PRICE,YEAR,ETC,CHECK-DATE,MTYPE-NO,MART-TYPE,A-CODE,A-NAME
1222813,60,이마트 청계점,305,"사과(부사, 300g)",1개,1750,2018-04,,2018-04-19,002,대형마트,140000,중구
1222814,60,이마트 청계점,284,배(중품),1개,2200,2018-04,,2018-04-19,002,대형마트,140000,중구
1222815,60,이마트 청계점,271,배추(중간),1포기 2.5kg,3980,2018-04,,2018-04-19,002,대형마트,140000,중구
1222816,60,이마트 청계점,133,무(세척무),1개,2280,2018-04,,2018-04-19,002,대형마트,140000,중구
1222817,60,이마트 청계점,309,양파(1.5kg망),1망,2780,2018-04,,2018-04-19,002,대형마트,140000,중구
1222818,60,이마트 청계점,310,상추(100g),1봉지,1000,2018-04,,2018-04-19,002,대형마트,140000,중구
1222819,60,이마트 청계점,311,오이(다다기),1개,600,2018-04,,2018-04-19,002,대형마트,140000,중구
1222820,60,이마트 청계점,118,"호박(인큐베이터),중간",1개,1480,2018-04,,2018-04-19,002,대형마트,140000,중구
1222821,60,이마트 청계점,98,쇠고기(한우2등급),1근,32500,2018-04,,2018-04-19,002,대형마트,140000,중구
1222822,60,이마트 청계점,99,돼지고기(생삼겹살),1근,10600,2018-04,,2018-04-19,002,대형마트,140000,중구
1222823,60,이마트 청계점,18,닭고기,1마리,5500,2018-04,,2018-04-19,002,대형마트,140000,중구
1222824,60,이마트 청계점,171,달걀(10개),10개,2490,2018-04,,2018-04-19,002,대형마트,140000,중구
1222825,60,이마트 청계점,320,달걀(30개),30개,4390,2018-04,,2018-04-19,002,대형마트,140000,중구
1222826,60,이마트 청계점,152,"명태(러시아,냉동)",1마리,3500,2018-04,,2018-04-19,002,대형마트,140000,중구
1222827,60,이마트 청계점,260,"조기(냉동,수입산)",1마리,3500,2018-04,,2018-04-19,002,대형마트,140000,중구
1222828,60,이마트 청계점,253,오징어,1마리,3980,2018-04,,2018-04-19,002,대형마트,140000,중구
1222829,60,이마트 청계점,13,고등어,1마리,2200,2018-04,,2018-04-19,002,대형마트,140000,중구
1224445,215,청담삼익시장,50,사과(부사),1개,1596,2018-04,"국내산 5개 7,980원",2018-04-15,001,전통시장,680000,강남구
1224446,215,청담삼익시장,276,배(신고),1개,2500,2018-04,"국내산 3개 7,500원",2018-04-15,001,전통시장,680000,강남구
1224447,215,청담삼익시장,307,배추(2.5~3kg),1포기,5000,2018-04,국내산,2018-04-15,001,전통시장,680000,강남구
1224448,215,청담삼익시장,308,무(1kg),1개,2680,2018-04,국내산,2018-04-15,001,전통시장,680000,강남구
1224449,215,청담삼익시장,309,양파(1.5kg망),1.5kg,3980,2018-04,국내산,2018-04-15,001,전통시장,680000,강남구
1224450,215,청담삼익시장,310,상추(100g),100g,1080,2018-04,신선쌈,2018-04-15,001,전통시장,680000,강남구
1224451,215,청담삼익시장,311,오이(다다기),1개,660,2018-04,"국내산 3개 1,980원",2018-04-15,001,전통시장,680000,강남구
1224452,215,청담삼익시장,312,애호박,1개,1580,2018-04,논개,2018-04-15,001,전통시장,680000,강남구
1224453,215,청담삼익시장,58,"쇠고기(한우,불고기)",600g,35880,2018-04,국내산,2018-04-15,001,전통시장,680000,강남구
1224454,215,청담삼익시장,285,돼지고기,600g,21300,2018-04,국내산,2018-04-15,001,전통시장,680000,강남구
1224455,215,청담삼익시장,18,닭고기,1050g,7800,2018-04,하림,2018-04-15,001,전통시장,680000,강남구
1224456,215,청담삼익시장,171,달걀(10개),10개,4300,2018-04,으뜸,2018-04-15,001,전통시장,680000,강남구
1224457,215,청담삼익시장,320,달걀(30개),30개,5500,2018-04,신선,2018-04-15,001,전통시장,680000,강남구
1224458,215,청담삼익시장,260,"조기(냉동,수입산)",1마리,5000,2018-04,중국산 22cm,2018-04-15,001,전통시장,680000,강남구
1224459,215,청담삼익시장,288,동태,1마리,5500,2018-04,러시아산 40cm,2018-04-15,001,전통시장,680000,강남구
1224460,215,청담삼익시장,256,"오징어(냉동,국산)",1마리,6000,2018-04,국내산,2018-04-15,001,전통시장,680000,강남구
1224461,215,청담삼익시장,266,"고등어(생물,국산)",1마리,0,2018-04,입고안됨,2018-04-15,001,전통시장,680000,강남구
1224462,44,이마트 역삼점,50,사과(부사),1개,1995,2018-04,"얼음골 4개 7,980원",2018-04-15,002,대형마트,680000,강남구
1224463,44,이마트 역삼점,276,배(신고),1개,1495,2018-04,"알뜰배 4개 5,980원",2018-04-15,002,대형마트,680000,강남구
1224464,44,이마트 역삼점,307,배추(2.5~3kg),1개,3980,2018-04,국내산,2018-04-15,002,대형마트,680000,강남구
1224465,44,이마트 역삼점,25,무,1개,2280,2018-04,국내산,2018-04-15,002,대형마트,680000,강남구
1224466,44,이마트 역삼점,309,양파(1.5kg망),1.5kg,3150,2018-04,국내산 1.8kg,2018-04-15,002,대형마트,680000,강남구
1224467,44,이마트 역삼점,310,상추(100g),100g,1000,2018-04,논산,2018-04-15,002,대형마트,680000,강남구
1224468,44,이마트 역삼점,311,오이(다다기),1개,656,2018-04,"국내산 5개 3,280원",2018-04-15,002,대형마트,680000,강남구
1224469,44,이마트 역삼점,312,애호박,1개,1530,2018-04,논개,2018-04-15,002,대형마트,680000,강남구
1224470,44,이마트 역삼점,58,"쇠고기(한우,불고기)",600g,38400,2018-04,횡성,2018-04-15,002,대형마트,680000,강남구
1224471,44,이마트 역삼점,285,돼지고기,600g,16500,2018-04,바른,2018-04-15,002,대형마트,680000,강남구
1224472,44,이마트 역삼점,18,닭고기,1050g,7120,2018-04,참진,2018-04-15,002,대형마트,680000,강남구
1224473,44,이마트 역삼점,171,달걀(10개),10개,2390,2018-04,1등급,2018-04-15,002,대형마트,680000,강남구
1224474,44,이마트 역삼점,320,달걀(30개),30개,4390,2018-04,대란,2018-04-15,002,대형마트,680000,강남구
1224475,44,이마트 역삼점,259,"조기(냉동,국산)",1마리,1980,2018-04,"냉동 16cm 5미 9,900원",2018-04-15,002,대형마트,680000,강남구
1224476,44,이마트 역삼점,288,동태,1마리,3800,2018-04,캐나다산 50cm,2018-04-15,002,대형마트,680000,강남구
1224477,44,이마트 역삼점,256,"오징어(냉동,국산)",1마리,4590,2018-04,"국내산 2미 9,180원",2018-04-15,002,대형마트,680000,강남구
1224478,44,이마트 역삼점,266,"고등어(생물,국산)",1마리,6200,2018-04,국내산 32cm,2018-04-15,002,대형마트,680000,강남구
1224479,216,도곡시장,28,사과,1개,2500,2018-04,국내산,2018-04-15,001,전통시장,680000,강남구
1224480,216,도곡시장,27,배,1개,3500,2018-04,국내산,2018-04-15,001,전통시장,680000,강남구
1224481,216,도곡시장,307,배추(2.5~3kg),1개,4267,2018-04,국내산,2018-04-15,001,전통시장,680000,강남구
1224482,216,도곡시장,282,무(세척무),1개,3280,2018-04,국내산,2018-04-15,001,전통시장,680000,강남구
1224483,216,도곡시장,309,양파(1.5kg망),1.5kg,3180,2018-04,국내산,2018-04-15,001,전통시장,680000,강남구
1224484,216,도곡시장,310,상추(100g),100g,1280,2018-04,국내산,2018-04-15,001,전통시장,680000,강남구
1224485,216,도곡시장,311,오이(다다기),1개,640,2018-04,"2개 1,280원",2018-04-15,001,전통시장,680000,강남구
1224486,216,도곡시장,312,애호박,1개,980,2018-04,논개,2018-04-15,001,전통시장,680000,강남구
1224487,216,도곡시장,58,"쇠고기(한우,불고기)",600g,27000,2018-04,국내산,2018-04-15,001,전통시장,680000,강남구
1224488,216,도곡시장,285,돼지고기,600g,13200,2018-04,국내산,2018-04-15,001,전통시장,680000,강남구
1224489,216,도곡시장,18,닭고기,1130g,6000,2018-04,신선,2018-04-15,001,전통시장,680000,강남구
1224490,216,도곡시장,171,달걀(10개),10개,3280,2018-04,신선란,2018-04-15,001,전통시장,680000,강남구
1224491,216,도곡시장,320,달걀(30개),30개,3280,2018-04,참란,2018-04-15,001,전통시장,680000,강남구
1224492,216,도곡시장,303,조기,1마리,0,2018-04,입고안됨,2018-04-15,001,전통시장,680000,강남구
1224493,216,도곡시장,288,동태,1마리,3500,2018-04,러시아산 50cm,2018-04-15,001,전통시장,680000,강남구
1224494,216,도곡시장,256,"오징어(냉동,국산)",1마리,2967,2018-04,"3미 8,900원",2018-04-15,001,전통시장,680000,강남구
1224495,216,도곡시장,268,"고등어(냉동,국산)",1마리,2950,2018-04,"냉동 32cm 2미 5,900원",2018-04-15,001,전통시장,680000,강남구
1224496,45,롯데백화점 강남점,28,사과,1개,2975,2018-04,"푸름 4개 11,900원",2018-04-15,002,대형마트,680000,강남구
1224497,45,롯데백화점 강남점,27,배,1개,5500,2018-04,"국내산3개 16,500원",2018-04-15,002,대형마트,680000,강남구
1224498,45,롯데백화점 강남점,307,배추(2.5~3kg),1개,0,2018-04,입고안됨,2018-04-15,002,대형마트,680000,강남구
1224499,45,롯데백화점 강남점,282,무(세척무),1개,4900,2018-04,국내산,2018-04-15,002,대형마트,680000,강남구
1224500,45,롯데백화점 강남점,309,양파(1.5kg망),1.5kg,3980,2018-04,국내산,2018-04-15,002,대형마트,680000,강남구
1224501,45,롯데백화점 강남점,310,상추(100g),100g,3980,2018-04,국내산,2018-04-15,002,대형마트,680000,강남구
1224502,45,롯데백화점 강남점,311,오이(다다기),1개,1450,2018-04,"2개 2,900원",2018-04-15,002,대형마트,680000,강남구
1224503,45,롯데백화점 강남점,312,애호박,1개,2900,2018-04,국내산,2018-04-15,002,대형마트,680000,강남구
1224504,45,롯데백화점 강남점,58,"쇠고기(한우,불고기)",600g,27000,2018-04,삼도명가,2018-04-15,002,대형마트,680000,강남구
1224505,45,롯데백화점 강남점,285,돼지고기,600g,29880,2018-04,국내산,2018-04-15,002,대형마트,680000,강남구
1224506,45,롯데백화점 강남점,18,닭고기,1100g,12800,2018-04,참진,2018-04-15,002,대형마트,680000,강남구
1224507,45,롯데백화점 강남점,171,달걀(10개),10개,3450,2018-04,초생란,2018-04-15,002,대형마트,680000,강남구
1224508,45,롯데백화점 강남점,320,달걀(30개),30개,17800,2018-04,"오성왕란 15개 8,900원",2018-04-15,002,대형마트,680000,강남구
1224509,45,롯데백화점 강남점,136,"조기(국산,생물)",1마리,10800,2018-04,25cm,2018-04-15,002,대형마트,680000,강남구
1224510,45,롯데백화점 강남점,288,동태,1마리,10000,2018-04,러시아산,2018-04-15,002,대형마트,680000,강남구
1224511,45,롯데백화점 강남점,254,"오징어(생물,국산)",1마리,4500,2018-04,선동,2018-04-15,002,대형마트,680000,강남구
1224512,45,롯데백화점 강남점,266,"고등어(생물,국산)",1마리,11800,2018-04,32cm,2018-04-15,002,대형마트,680000,강남구
1224513,42,이마트 가양점,28,사과,1개(260g),1200,2018-04,당찬사과(5개5980원),2018-04-16,002,대형마트,500000,강서구
1224514,42,이마트 가양점,276,배(신고),1개(550g),1495,2018-04,알뜰배(4개 5980원),2018-04-16,002,대형마트,500000,강서구
1224515,42,이마트 가양점,307,배추(2.5~3kg),1포기,3980,2018-04,해남,2018-04-16,002,대형마트,500000,강서구
1224516,42,이마트 가양점,308,무(1kg),1개,2680,2018-04,제주,2018-04-16,002,대형마트,500000,강서구
1224517,42,이마트 가양점,24,양파,"1망(1,8kg)",3150,2018-04,무안,2018-04-16,002,대형마트,500000,강서구
1224518,42,이마트 가양점,23,상추,100g,675,2018-04,남양주(200g1350원),2018-04-16,002,대형마트,500000,강서구
1224519,42,이마트 가양점,22,오이,1개,570,2018-04,강원도(5개2850원)행사,2018-04-16,002,대형마트,500000,강서구
1224520,42,이마트 가양점,119,호박(인큐베이터),1개,1430,2018-04,광양(행사),2018-04-16,002,대형마트,500000,강서구
1224521,42,이마트 가양점,58,"쇠고기(한우,불고기)",600g(1++등급),27000,2018-04,음성농협(앞다리),2018-04-16,002,대형마트,500000,강서구
1224522,42,이마트 가양점,99,돼지고기(생삼겹살),600g,10680,2018-04,주)영안엘피씨,2018-04-16,002,대형마트,500000,강서구
1224523,42,이마트 가양점,18,닭고기,1마리(1kg),4600,2018-04,마니커(행사),2018-04-16,002,대형마트,500000,강서구
1224524,42,이마트 가양점,171,달걀(10개),10개,2490,2018-04,가산농장,2018-04-16,002,대형마트,500000,강서구
1224525,42,이마트 가양점,320,달걀(30개),30개,4390,2018-04,용인대란(행사),2018-04-16,002,대형마트,500000,강서구
1224526,42,이마트 가양점,144,"조기(국산,냉동)",1마리(18cm),2300,2018-04,참조기(5마리11500원),2018-04-16,002,대형마트,500000,강서구
1224527,42,이마트 가양점,152,"명태(러시아,냉동)",1마리(특),5980,2018-04,러시아(손질포장),2018-04-16,002,대형마트,500000,강서구
1224528,42,이마트 가양점,256,"오징어(냉동,국산)",1마리(25cm),3980,2018-04,속초(2마리7960원),2018-04-16,002,대형마트,500000,강서구
1224529,42,이마트 가양점,269,"고등어(냉동,수입산)",1마리(30cm),1800,2018-04,노르웨이(손질포장),2018-04-16,002,대형마트,500000,강서구
1224530,213,화곡본동시장,305,"사과(부사, 300g)",1개(260g),1250,2018-04,청송(8개 10000원,2018-04-16,001,전통시장,500000,강서구
1224531,213,화곡본동시장,276,배(신고),1개(500g),2000,2018-04,나주(5개10000원),2018-04-16,001,전통시장,500000,강서구
1224532,213,화곡본동시장,307,배추(2.5~3kg),1포기,3500,2018-04,해남,2018-04-16,001,전통시장,500000,강서구
1224533,213,화곡본동시장,308,무(1kg),1개,2000,2018-04,제주,2018-04-16,001,전통시장,500000,강서구
1224534,213,화곡본동시장,309,양파(1.5kg망),"1망(1,5kg)",3000,2018-04,무안,2018-04-16,001,전통시장,500000,강서구
1224535,213,화곡본동시장,310,상추(100g),100g,625,2018-04,일산(400g 2500원),2018-04-16,001,전통시장,500000,강서구
1224536,213,화곡본동시장,311,오이(다다기),1개,500,2018-04,상주(3개 1500원),2018-04-16,001,전통시장,500000,강서구
1224537,213,화곡본동시장,277,호박,1개,1500,2018-04,진주논개,2018-04-16,001,전통시장,500000,강서구
1224538,213,화곡본동시장,58,"쇠고기(한우,불고기)",600g(1++등급),29000,2018-04,안양(설도),2018-04-16,001,전통시장,500000,강서구
1224539,213,화곡본동시장,99,돼지고기(생삼겹살),600g,13500,2018-04,안양,2018-04-16,001,전통시장,500000,강서구
1224540,213,화곡본동시장,283,닭고기(육계),1마리(1kg),6000,2018-04,하림,2018-04-16,001,전통시장,500000,강서구
1224541,213,화곡본동시장,171,달걀(10개),10개,1570,2018-04,용인(왕란),2018-04-16,001,전통시장,500000,강서구
1224542,213,화곡본동시장,320,달걀(30개),30개,4700,2018-04,용인(왕란),2018-04-16,001,전통시장,500000,강서구
1224543,213,화곡본동시장,260,"조기(냉동,수입산)",1마리(25cm),3000,2018-04,중국(부세),2018-04-16,001,전통시장,500000,강서구
1224544,213,화곡본동시장,152,"명태(러시아,냉동)",1마리(45cm),3000,2018-04,러시아,2018-04-16,001,전통시장,500000,강서구
1224545,213,화곡본동시장,256,"오징어(냉동,국산)",1마리(25cm),3500,2018-04,동해안(냉동),2018-04-16,001,전통시장,500000,강서구
1224546,213,화곡본동시장,268,"고등어(냉동,국산)",1마리(30cm),3000,2018-04,부산(해동),2018-04-16,001,전통시장,500000,강서구
1224547,38,송화시장,305,"사과(부사, 300g)",1개(260g),1250,2018-04,청송(8개 10000원,2018-04-16,001,전통시장,500000,강서구
1224548,38,송화시장,27,배,1개(600g),3500,2018-04,이천,2018-04-16,001,전통시장,500000,강서구
1224549,38,송화시장,307,배추(2.5~3kg),1포기,3500,2018-04,해남,2018-04-16,001,전통시장,500000,강서구
1224550,38,송화시장,308,무(1kg),1개,2000,2018-04,제주,2018-04-16,001,전통시장,500000,강서구
1224551,38,송화시장,309,양파(1.5kg망),"1망(1,5kg)",3000,2018-04,무안,2018-04-16,001,전통시장,500000,강서구
1224552,38,송화시장,310,상추(100g),100g,625,2018-04,일산(400g 2500원),2018-04-16,001,전통시장,500000,강서구
1224553,38,송화시장,311,오이(다다기),1개,500,2018-04,상주(3개 1500원),2018-04-16,001,전통시장,500000,강서구
1224554,38,송화시장,119,호박(인큐베이터),1개,1500,2018-04,진주논개,2018-04-16,001,전통시장,500000,강서구
1224555,38,송화시장,58,"쇠고기(한우,불고기)",600g(1++등급),29000,2018-04,전라도,2018-04-16,001,전통시장,500000,강서구
1224556,38,송화시장,202,돼지고기(생삼겹살),600g,11800,2018-04,전라도,2018-04-16,001,전통시장,500000,강서구
1224557,38,송화시장,283,닭고기(육계),1마리(1kg),5500,2018-04,마니커,2018-04-16,001,전통시장,500000,강서구
1224558,38,송화시장,171,달걀(10개),10개,1570,2018-04,용인(왕란),2018-04-16,001,전통시장,500000,강서구
1224559,38,송화시장,320,달걀(30개),30개,4700,2018-04,용인(왕란),2018-04-16,001,전통시장,500000,강서구
1224560,38,송화시장,260,"조기(냉동,수입산)",1마리(25cm),3000,2018-04,중국(부세),2018-04-16,001,전통시장,500000,강서구
1224561,38,송화시장,152,"명태(러시아,냉동)",1마리(45cm),3000,2018-04,러시아,2018-04-16,001,전통시장,500000,강서구
1224562,38,송화시장,256,"오징어(냉동,국산)",1마리(25cm),3500,2018-04,속초(해동),2018-04-16,001,전통시장,500000,강서구
1224563,38,송화시장,268,"고등어(냉동,국산)",1마리(30cm),3000,2018-04,부산(냉동),2018-04-16,001,전통시장,500000,강서구
1224564,40,홈플러스 등촌점,28,사과,1개(270g),1330,2018-04,맛이예사과(6개7990원)행사,2018-04-16,002,대형마트,500000,강서구
1224565,40,홈플러스 등촌점,284,배(중품),1개(550g),1495,2018-04,실속신고배(2개2990원),2018-04-16,002,대형마트,500000,강서구
1224566,40,홈플러스 등촌점,307,배추(2.5~3kg),1포기,3990,2018-04,해남,2018-04-16,002,대형마트,500000,강서구
1224567,40,홈플러스 등촌점,308,무(1kg),1개,2690,2018-04,제주,2018-04-16,002,대형마트,500000,강서구
1224568,40,홈플러스 등촌점,24,양파,"1망(1,8kg)중",2990,2018-04,햇양파,2018-04-16,002,대형마트,500000,강서구
1224569,40,홈플러스 등촌점,23,상추,100g,695,2018-04,상주(200g1350원),2018-04-16,002,대형마트,500000,강서구
1224570,40,홈플러스 등촌점,311,오이(다다기),1개,830,2018-04,강원도(3개2490원),2018-04-16,002,대형마트,500000,강서구
1224571,40,홈플러스 등촌점,119,호박(인큐베이터),1개,1495,2018-04,진주(2개2990원)행사,2018-04-16,002,대형마트,500000,강서구
1224572,40,홈플러스 등촌점,58,"쇠고기(한우,불고기)",600g(1등급),22740,2018-04,음성농협(우둔),2018-04-16,002,대형마트,500000,강서구
1224573,40,홈플러스 등촌점,99,돼지고기(생삼겹살),600g,8940,2018-04,도드람LPC공사,2018-04-16,002,대형마트,500000,강서구
1224574,40,홈플러스 등촌점,18,닭고기,1마리(1kg),4995,2018-04,하림(2마리9990원),2018-04-16,002,대형마트,500000,강서구
1224575,40,홈플러스 등촌점,17,달걀,10개,2780,2018-04,신선특란,2018-04-16,002,대형마트,500000,강서구
1224576,40,홈플러스 등촌점,320,달걀(30개),30개,4380,2018-04,안양(행사),2018-04-16,002,대형마트,500000,강서구
1224577,40,홈플러스 등촌점,260,"조기(냉동,수입산)",1마리(30cm),4490,2018-04,중국(부세),2018-04-16,002,대형마트,500000,강서구
1224578,40,홈플러스 등촌점,264,"명태(냉동,수입산)",1마리(45cm),3490,2018-04,러시아(손질포장),2018-04-16,002,대형마트,500000,강서구
1224579,40,홈플러스 등촌점,54,오징어(냉동),1마리(25cm),3590,2018-04,동해안(2마리7180원),2018-04-16,002,대형마트,500000,강서구
1224580,40,홈플러스 등촌점,266,"고등어(생물,국산)",1마리(30cm),3490,2018-04,부산(2마리6980원)손질포장,2018-04-16,002,대형마트,500000,강서구
1224581,82,롯데마트 강변점,305,"사과(부사, 300g)",1개,1980,2018-04,국산,2018-04-15,002,대형마트,215000,광진구
1224582,82,롯데마트 강변점,306,"배(신고, 600g)",1개,2830,2018-04,국산,2018-04-15,002,대형마트,215000,광진구
1224583,82,롯데마트 강변점,307,배추(2.5~3kg),1포기,3980,2018-04,햇배추,2018-04-15,002,대형마트,215000,광진구
1224584,82,롯데마트 강변점,308,무(1kg),1개,2680,2018-04,제주무,2018-04-15,002,대형마트,215000,광진구
1224585,82,롯데마트 강변점,309,양파(1.5kg망),1망,3880,2018-04,국산,2018-04-15,002,대형마트,215000,광진구
1224586,82,롯데마트 강변점,310,상추(100g),100g,1250,2018-04,국산,2018-04-15,002,대형마트,215000,광진구
1224587,82,롯데마트 강변점,311,오이(다다기),1개,580,2018-04,다다기,2018-04-15,002,대형마트,215000,광진구
1224588,82,롯데마트 강변점,312,애호박,1개,1580,2018-04,웰빙,2018-04-15,002,대형마트,215000,광진구
1224589,82,롯데마트 강변점,58,"쇠고기(한우,불고기)",600g,35400,2018-04,강원엘피씨,2018-04-15,002,대형마트,215000,광진구
1224590,82,롯데마트 강변점,99,돼지고기(생삼겹살),600g,11940,2018-04,대성실업,2018-04-15,002,대형마트,215000,광진구
1224591,82,롯데마트 강변점,283,닭고기(육계),1마리,5900,2018-04,하림,2018-04-15,002,대형마트,215000,광진구
1224592,82,롯데마트 강변점,171,달걀(10개),10개,2280,2018-04,행복생생란특란,2018-04-15,002,대형마트,215000,광진구
1224593,82,롯데마트 강변점,320,달걀(30개),30개,4180,2018-04,행복생생란특란,2018-04-15,002,대형마트,215000,광진구
1224594,82,롯데마트 강변점,144,"조기(국산,냉동)",1마리20cm,2000,2018-04,해동국산,2018-04-15,002,대형마트,215000,광진구
1224595,82,롯데마트 강변점,264,"명태(냉동,수입산)",1마리,2680,2018-04,해동수입,2018-04-15,002,대형마트,215000,광진구
1224596,82,롯데마트 강변점,256,"오징어(냉동,국산)",1마리25cm,3900,2018-04,해동국산,2018-04-15,002,대형마트,215000,광진구
1224597,82,롯데마트 강변점,266,"고등어(생물,국산)",1마리20cm,1900,2018-04,생물국산,2018-04-15,002,대형마트,215000,광진구
1224598,78,자양골목시장,305,"사과(부사, 300g)",1개,2500,2018-04,국산,2018-04-15,001,전통시장,215000,광진구
1224599,78,자양골목시장,306,"배(신고, 600g)",1개,3000,2018-04,국산,2018-04-15,001,전통시장,215000,광진구
1224600,78,자양골목시장,307,배추(2.5~3kg),1포기,2970,2018-04,국산,2018-04-15,001,전통시장,215000,광진구
1224601,78,자양골목시장,308,무(1kg),1개,2500,2018-04,제주무,2018-04-15,001,전통시장,215000,광진구
1224602,78,자양골목시장,309,양파(1.5kg망),1망,2500,2018-04,국산,2018-04-15,001,전통시장,215000,광진구
1224603,78,자양골목시장,310,상추(100g),100g,890,2018-04,국산,2018-04-15,001,전통시장,215000,광진구
1224604,78,자양골목시장,22,오이,1개,500,2018-04,다다기,2018-04-15,001,전통시장,215000,광진구
1224605,78,자양골목시장,119,호박(인큐베이터),1개,990,2018-04,논개,2018-04-15,001,전통시장,215000,광진구
1224606,78,자양골목시장,58,"쇠고기(한우,불고기)",600g,24000,2018-04,농협음성,2018-04-15,001,전통시장,215000,광진구
1224607,78,자양골목시장,52,돼지고기(삼겹살),600g,12600,2018-04,우석,2018-04-15,001,전통시장,215000,광진구
1224608,78,자양골목시장,283,닭고기(육계),1마리,6500,2018-04,하림,2018-04-15,001,전통시장,215000,광진구
1224609,78,자양골목시장,171,달걀(10개),10개,2990,2018-04,일품란특란,2018-04-15,001,전통시장,215000,광진구
1224610,78,자양골목시장,320,달걀(30개),30개,6290,2018-04,1등급란특란,2018-04-15,001,전통시장,215000,광진구
1224611,78,자양골목시장,314,"냉동참조기(20cm,국산)",1마리20cm,1430,2018-04,해동국산,2018-04-15,001,전통시장,215000,광진구
1224612,78,자양골목시장,264,"명태(냉동,수입산)",1마리25cm,3000,2018-04,해동수입,2018-04-15,001,전통시장,215000,광진구
1224613,78,자양골목시장,254,"오징어(생물,국산)",1마리25cm,3500,2018-04,해동국산,2018-04-15,001,전통시장,215000,광진구
1224614,78,자양골목시장,266,"고등어(생물,국산)",1마리20cm,1660,2018-04,해동국산,2018-04-15,001,전통시장,215000,광진구
1224615,212,노룬산골목시장,305,"사과(부사, 300g)",1개,1670,2018-04,국산,2018-04-15,001,전통시장,215000,광진구
1224616,212,노룬산골목시장,306,"배(신고, 600g)",1개,2000,2018-04,국산,2018-04-15,001,전통시장,215000,광진구
1224617,212,노룬산골목시장,307,배추(2.5~3kg),1포기,3670,2018-04,국산,2018-04-15,001,전통시장,215000,광진구
1224618,212,노룬산골목시장,308,무(1kg),1개,2500,2018-04,제주무,2018-04-15,001,전통시장,215000,광진구
1224619,212,노룬산골목시장,272,양파(작은망),1망,1500,2018-04,국산,2018-04-15,001,전통시장,215000,광진구
1224620,212,노룬산골목시장,310,상추(100g),100g,850,2018-04,국산,2018-04-15,001,전통시장,215000,광진구
1224621,212,노룬산골목시장,22,오이,1개,500,2018-04,다다기,2018-04-15,001,전통시장,215000,광진구
1224622,212,노룬산골목시장,312,애호박,1개,1200,2018-04,논개,2018-04-15,001,전통시장,215000,광진구
1224623,212,노룬산골목시장,58,"쇠고기(한우,불고기)",600g,24000,2018-04,민속lpc,2018-04-15,001,전통시장,215000,광진구
1224624,212,노룬산골목시장,99,돼지고기(생삼겹살),600g,15900,2018-04,팜스코,2018-04-15,001,전통시장,215000,광진구
1224625,212,노룬산골목시장,283,닭고기(육계),1마리,6500,2018-04,올품,2018-04-15,001,전통시장,215000,광진구
1224626,212,노룬산골목시장,171,달걀(10개),10개,3200,2018-04,일품란특란,2018-04-15,001,전통시장,215000,광진구
1224627,212,노룬산골목시장,320,달걀(30개),30개,5600,2018-04,영양란특란,2018-04-15,001,전통시장,215000,광진구
1224628,212,노룬산골목시장,144,"조기(국산,냉동)",1마리20cm,2000,2018-04,해동국산,2018-04-15,001,전통시장,215000,광진구
1224629,212,노룬산골목시장,302,명태,1마리25cm,2500,2018-04,해동수입,2018-04-15,001,전통시장,215000,광진구
1224630,212,노룬산골목시장,253,오징어,1마리25cm,3500,2018-04,해동국산,2018-04-15,001,전통시장,215000,광진구
1224631,212,노룬산골목시장,266,"고등어(생물,국산)",1마리25cm,2500,2018-04,해동국산,2018-04-15,001,전통시장,215000,광진구
1224632,80,이마트 자양점,305,"사과(부사, 300g)",1개,1480,2018-04,국산,2018-04-15,002,대형마트,215000,광진구
1224633,80,이마트 자양점,306,"배(신고, 600g)",1개,1990,2018-04,국산,2018-04-15,002,대형마트,215000,광진구
1224634,80,이마트 자양점,307,배추(2.5~3kg),1포기,3980,2018-04,pk배추,2018-04-15,002,대형마트,215000,광진구
1224635,80,이마트 자양점,308,무(1kg),1개,2280,2018-04,제주무,2018-04-15,002,대형마트,215000,광진구
1224636,80,이마트 자양점,24,양파,1망3kg,3990,2018-04,국산,2018-04-15,002,대형마트,215000,광진구
1224637,80,이마트 자양점,310,상추(100g),100g,1000,2018-04,논산양촌,2018-04-15,002,대형마트,215000,광진구
1224638,80,이마트 자양점,22,오이,1개,660,2018-04,다다기,2018-04-15,002,대형마트,215000,광진구
1224639,80,이마트 자양점,312,애호박,1개,1580,2018-04,청원,2018-04-15,002,대형마트,215000,광진구
1224640,80,이마트 자양점,58,"쇠고기(한우,불고기)",600g,35880,2018-04,농협음성,2018-04-15,002,대형마트,215000,광진구
1224641,80,이마트 자양점,99,돼지고기(생삼겹살),600g,16980,2018-04,제주축협,2018-04-15,002,대형마트,215000,광진구
1224642,80,이마트 자양점,283,닭고기(육계),1마리,4600,2018-04,하림,2018-04-15,002,대형마트,215000,광진구
1224643,80,이마트 자양점,171,달걀(10개),10개,2290,2018-04,난이생생,2018-04-15,002,대형마트,215000,광진구
1224644,80,이마트 자양점,320,달걀(30개),30개,4590,2018-04,일판란특란,2018-04-15,002,대형마트,215000,광진구
1224645,80,이마트 자양점,259,"조기(냉동,국산)",1마리20cm,1980,2018-04,해동국산,2018-04-15,002,대형마트,215000,광진구
