NO,M-N0,M-NAME,P-NO,P-NAME,SIZE,PRICE,YEAR,ETC,CHECK-DATE,MTYPE-NO,MART-TYPE,A-CODE,A-NAME
1200877,199,서울중앙시장,99,돼지고기(생삼겹살),1근,10000,2018-02,,2018-02-26,001,전통시장,140000,중구
1200878,199,서울중앙시장,283,닭고기(육계),1마리,5700,2018-02,,2018-02-26,001,전통시장,140000,중구
1200879,199,서울중앙시장,171,달걀(10개),10개,2750,2018-02,,2018-02-26,001,전통시장,140000,중구
1200880,199,서울중앙시장,320,달걀(30개),30개,5250,2018-02,,2018-02-26,001,전통시장,140000,중구
1200881,199,서울중앙시장,152,"명태(러시아,냉동)",1마리,3900,2018-02,,2018-02-26,001,전통시장,140000,중구
1200882,199,서울중앙시장,303,조기,1마리,2500,2018-02,,2018-02-26,001,전통시장,140000,중구
1200883,199,서울중앙시장,253,오징어,1마리,4900,2018-02,,2018-02-26,001,전통시장,140000,중구
1200884,199,서울중앙시장,304,고등어,1마리,3000,2018-02,,2018-02-26,001,전통시장,140000,중구
1200885,62,후암시장,305,"사과(부사, 300g)",1개,1500,2018-02,,2018-02-26,001,전통시장,170000,용산구
1200886,62,후암시장,306,"배(신고, 600g)",1개,2500,2018-02,,2018-02-26,001,전통시장,170000,용산구
1200887,62,후암시장,307,배추(2.5~3kg),1포기,4000,2018-02,,2018-02-26,001,전통시장,170000,용산구
1200888,62,후암시장,308,무(1kg),1개,2000,2018-02,,2018-02-26,001,전통시장,170000,용산구
1200889,62,후암시장,309,양파(1.5kg망),"1,5Kg",3500,2018-02,  ,2018-02-26,001,전통시장,170000,용산구
1200890,62,후암시장,23,상추,100g,500,2018-02,,2018-02-26,001,전통시장,170000,용산구
1200891,62,후암시장,311,오이(다다기),1개,600,2018-02,,2018-02-26,001,전통시장,170000,용산구
1200892,62,후암시장,312,애호박,1개,2000,2018-02,청원생명,2018-02-26,001,전통시장,170000,용산구
1200893,62,후암시장,58,"쇠고기(한우,불고기)",600g 1+,27000,2018-02,100g4500,2018-02-26,001,전통시장,170000,용산구
1200894,62,후암시장,52,돼지고기(삼겹살),600g,12000,2018-02,100g2000,2018-02-26,001,전통시장,170000,용산구
1200895,62,후암시장,283,닭고기(육계),"1,1k ",5000,2018-02,,2018-02-26,001,전통시장,170000,용산구
1200896,62,후암시장,171,달걀(10개),10개,3000,2018-02,,2018-02-26,001,전통시장,170000,용산구
1200897,62,후암시장,320,달걀(30개),30개,5000,2018-02,,2018-02-26,001,전통시장,170000,용산구
1200898,62,후암시장,135,"조기(중국산,생물)",1마리20,1728,2018-02,7마리10000,2018-02-26,001,전통시장,170000,용산구
1200899,62,후암시장,152,"명태(러시아,냉동)",1000g,4000,2018-02,,2018-02-26,001,전통시장,170000,용산구
1200900,62,후암시장,257,"오징어(냉동,수입산)",1마리(25cm),3500,2018-02,2마리7000,2018-02-26,001,전통시장,170000,용산구
1200901,62,후암시장,268,"고등어(냉동,국산)",1마리30cm),3500,2018-02,,2018-02-26,001,전통시장,170000,용산구
1200902,6,이마트 용산점,305,"사과(부사, 300g)",1개,1580,2018-02,5개 7900,2018-02-26,002,대형마트,170000,용산구
1200903,6,이마트 용산점,306,"배(신고, 600g)",1개,2490,2018-02,2개4980,2018-02-26,002,대형마트,170000,용산구
1200904,6,이마트 용산점,307,배추(2.5~3kg),1포기,3180,2018-02,,2018-02-26,002,대형마트,170000,용산구
1200905,6,이마트 용산점,308,무(1kg),1개,2980,2018-02,세척무,2018-02-26,002,대형마트,170000,용산구
1200906,6,이마트 용산점,309,양파(1.5kg망),"1,5Kg",2625,2018-02,"1,8k 3150",2018-02-26,002,대형마트,170000,용산구
1200907,6,이마트 용산점,23,상추,100g,1480,2018-02,무농약청호,2018-02-26,002,대형마트,170000,용산구
1200908,6,이마트 용산점,311,오이(다다기),1개,656,2018-02,5개3280,2018-02-26,002,대형마트,170000,용산구
1200909,6,이마트 용산점,312,애호박,1개,1730,2018-02,복덩이,2018-02-26,002,대형마트,170000,용산구
1200910,6,이마트 용산점,58,"쇠고기(한우,불고기)",600g 1++,35040,2018-02,100g5840,2018-02-26,002,대형마트,170000,용산구
1200911,6,이마트 용산점,52,돼지고기(삼겹살),600g,11040,2018-02,2390할인 1840,2018-02-26,002,대형마트,170000,용산구
1200912,6,이마트 용산점,283,닭고기(육계),1000g  ,5500,2018-02,동우두미리,2018-02-26,002,대형마트,170000,용산구
1200913,6,이마트 용산점,171,달걀(10개),10개,2790,2018-02,난이생생 특란,2018-02-26,002,대형마트,170000,용산구
1200914,6,이마트 용산점,320,달걀(30개),30개,4880,2018-02,알찬란 대란,2018-02-26,002,대형마트,170000,용산구
1200915,6,이마트 용산점,259,"조기(냉동,국산)",1마리,1980,2018-02,5마리9900,2018-02-26,002,대형마트,170000,용산구
1200916,6,이마트 용산점,152,"명태(러시아,냉동)",702g,5980,2018-02,,2018-02-26,002,대형마트,170000,용산구
1200917,6,이마트 용산점,254,"오징어(생물,국산)",1마리(45cm),2990,2018-02,2마리5980,2018-02-26,002,대형마트,170000,용산구
1200918,6,이마트 용산점,318,"고등어(30cm,수입산)",1마리(45cm),2980,2018-02,2마리5960,2018-02-26,002,대형마트,170000,용산구
1200919,63,농협 하나로마트 용산점,305,"사과(부사, 300g)",1개,2300,2018-02,3개 6900,2018-02-26,002,대형마트,170000,용산구
1200920,63,농협 하나로마트 용산점,306,"배(신고, 600g)",1개,2600,2018-02,3개 7800 ,2018-02-26,002,대형마트,170000,용산구
1200921,63,농협 하나로마트 용산점,307,배추(2.5~3kg),1포기,3980,2018-02,,2018-02-26,002,대형마트,170000,용산구
1200922,63,농협 하나로마트 용산점,308,무(1kg),1개,4160,2018-02,세척무,2018-02-26,002,대형마트,170000,용산구
1200923,63,농협 하나로마트 용산점,309,양파(1.5kg망),"1,5Kg",3100,2018-02,3k 6200,2018-02-26,002,대형마트,170000,용산구
1200924,63,농협 하나로마트 용산점,23,상추,100g,866,2018-02,150g1300,2018-02-26,002,대형마트,170000,용산구
1200925,63,농협 하나로마트 용산점,311,오이(다다기),1개,767,2018-02,3개2300,2018-02-26,002,대형마트,170000,용산구
1200926,63,농협 하나로마트 용산점,312,애호박,1개,1850,2018-02,싱큼해,2018-02-26,002,대형마트,170000,용산구
1200927,63,농협 하나로마트 용산점,58,"쇠고기(한우,불고기)",600g 1+,25680,2018-02,100g 4280,2018-02-26,002,대형마트,170000,용산구
1200928,63,농협 하나로마트 용산점,52,돼지고기(삼겹살),600g,12480,2018-02,100g 2080,2018-02-26,002,대형마트,170000,용산구
1200929,63,농협 하나로마트 용산점,283,닭고기(육계),851g  ,4400,2018-02,100g 550,2018-02-26,002,대형마트,170000,용산구
1200930,63,농협 하나로마트 용산점,171,달걀(10개),10개,3150,2018-02,안심특란,2018-02-26,002,대형마트,170000,용산구
1200931,63,농협 하나로마트 용산점,320,달걀(30개),30개,5880,2018-02,신선 왕란,2018-02-26,002,대형마트,170000,용산구
1200932,63,농협 하나로마트 용산점,261,"조기(생물,수입산)",1마리,3980,2018-02,중국산 부세,2018-02-26,002,대형마트,170000,용산구
1200933,63,농협 하나로마트 용산점,152,"명태(러시아,냉동)",1000g,7890,2018-02,손질동태,2018-02-26,002,대형마트,170000,용산구
1200934,63,농협 하나로마트 용산점,254,"오징어(생물,국산)",1마리(30cm),7400,2018-02,2마리14800,2018-02-26,002,대형마트,170000,용산구
1200935,63,농협 하나로마트 용산점,318,"고등어(30cm,수입산)",1마리(35cm),2800,2018-02,2마리5600,2018-02-26,002,대형마트,170000,용산구
1200936,10,용문시장,305,"사과(부사, 300g)",1개,2000,2018-02,2개4000,2018-02-26,001,전통시장,170000,용산구
1200937,10,용문시장,306,"배(신고, 600g)",1개,2250,2018-02,2개 4500,2018-02-26,001,전통시장,170000,용산구
1200938,10,용문시장,307,배추(2.5~3kg),1포기,2300,2018-02,알배추,2018-02-26,001,전통시장,170000,용산구
1200939,10,용문시장,308,무(1kg),1개,900,2018-02,,2018-02-26,001,전통시장,170000,용산구
1200940,10,용문시장,309,양파(1.5kg망),"1,5Kg",2800,2018-02,,2018-02-26,001,전통시장,170000,용산구
1200941,10,용문시장,23,상추,100g,750,2018-02,200g 1500,2018-02-26,001,전통시장,170000,용산구
1200942,10,용문시장,311,오이(다다기),1개,650,2018-02,2개1300,2018-02-26,001,전통시장,170000,용산구
1200943,10,용문시장,312,애호박,1개,2400,2018-02,논개,2018-02-26,001,전통시장,170000,용산구
1200944,10,용문시장,58,"쇠고기(한우,불고기)",600g 1+,28200,2018-02,100g4700(음성,2018-02-26,001,전통시장,170000,용산구
1200945,10,용문시장,52,돼지고기(삼겹살),600g,11820,2018-02,100g1970 (협신),2018-02-26,001,전통시장,170000,용산구
1200946,10,용문시장,283,닭고기(육계),"1,1Kg ",6000,2018-02,하림,2018-02-26,001,전통시장,170000,용산구
1200947,10,용문시장,171,달걀(10개),10개,2900,2018-02,동남자연란,2018-02-26,001,전통시장,170000,용산구
1200948,10,용문시장,320,달걀(30개),30개,6300,2018-02,영양란,2018-02-26,001,전통시장,170000,용산구
1200949,10,용문시장,144,"조기(국산,냉동)",1마리30cm,1428,2018-02,7마리 10000,2018-02-26,001,전통시장,170000,용산구
1200950,10,용문시장,152,"명태(러시아,냉동)",40cm,3500,2018-02,,2018-02-26,001,전통시장,170000,용산구
1200951,10,용문시장,256,"오징어(냉동,국산)",1마리(35cm),3500,2018-02,2마리 7000,2018-02-26,001,전통시장,170000,용산구
1200952,10,용문시장,316,"고등어(30cm,국산)",1마리(35cm),3000,2018-02,,2018-02-26,001,전통시장,170000,용산구
1200953,72,금남시장,28,사과,1개,1500,2018-02,5개 7500원,2018-02-26,001,전통시장,200000,성동구
1200954,72,금남시장,306,"배(신고, 600g)",1개,2000,2018-02,2개4000,2018-02-26,001,전통시장,200000,성동구
1200955,72,금남시장,307,배추(2.5~3kg),1개,3500,2018-02,1포기 ,2018-02-26,001,전통시장,200000,성동구
1200956,72,금남시장,25,무,1개(2kg),2000,2018-02,국내산,2018-02-26,001,전통시장,200000,성동구
1200957,72,금남시장,309,양파(1.5kg망),2kg,3500,2018-02,국내산,2018-02-26,001,전통시장,200000,성동구
1200958,72,금남시장,23,상추,100g,500,2018-02,국내산,2018-02-26,001,전통시장,200000,성동구
1200959,72,금남시장,311,오이(다다기),1개,1000,2018-02,국내산,2018-02-26,001,전통시장,200000,성동구
1200960,72,금남시장,119,호박(인큐베이터),1개,1600,2018-02,국내산 ,2018-02-26,001,전통시장,200000,성동구
1200961,72,금남시장,131,쇠고기(한우1등급),600g,29400,2018-02,100g4900국내산횡성,2018-02-26,001,전통시장,200000,성동구
1200962,72,금남시장,202,돼지고기(생삼겹살),600g,9600,2018-02,100g 1600,2018-02-26,001,전통시장,200000,성동구
1200963,72,금남시장,18,닭고기,1마리,5000,2018-02,국내산,2018-02-26,001,전통시장,200000,성동구
1200964,72,금남시장,171,달걀(10개),10개,2500,2018-02,국내산,2018-02-26,001,전통시장,200000,성동구
1200965,72,금남시장,320,달걀(30개),30개,6000,2018-02,국내산,2018-02-26,001,전통시장,200000,성동구
1200966,72,금남시장,144,"조기(국산,냉동)",1마리 15cm,1250,2018-02,"국내산8마리 10,000",2018-02-26,001,전통시장,200000,성동구
1200967,72,금남시장,264,"명태(냉동,수입산)",1마리 ,2500,2018-02,국내산,2018-02-26,001,전통시장,200000,성동구
1200968,72,금남시장,256,"오징어(냉동,국산)",1마리,4000,2018-02,국내산,2018-02-26,001,전통시장,200000,성동구
1200969,72,금남시장,266,"고등어(생물,국산)",1마리,3000,2018-02,국내산,2018-02-26,001,전통시장,200000,성동구
1200970,96,공릉동 도깨비시장,305,"사과(부사, 300g)",1개(326g),1500,2018-02,,2018-02-26,001,전통시장,350000,노원구
1200971,96,공릉동 도깨비시장,306,"배(신고, 600g)",1개,2500,2018-02,,2018-02-26,001,전통시장,350000,노원구
1200972,96,공릉동 도깨비시장,307,배추(2.5~3kg),1포기,4500,2018-02,,2018-02-26,001,전통시장,350000,노원구
1200973,96,공릉동 도깨비시장,308,무(1kg),1개,3000,2018-02,,2018-02-26,001,전통시장,350000,노원구
1200974,96,공릉동 도깨비시장,309,양파(1.5kg망),1망,3000,2018-02,,2018-02-26,001,전통시장,350000,노원구
1200975,96,공릉동 도깨비시장,23,상추, (100g),600,2018-02,,2018-02-26,001,전통시장,350000,노원구
1200976,96,공릉동 도깨비시장,311,오이(다다기),1개,700,2018-02,,2018-02-26,001,전통시장,350000,노원구
1200977,96,공릉동 도깨비시장,312,애호박,1개,2000,2018-02,,2018-02-26,001,전통시장,350000,노원구
1200978,96,공릉동 도깨비시장,58,"쇠고기(한우,불고기)",600g,22000,2018-02,,2018-02-26,001,전통시장,350000,노원구
1200979,96,공릉동 도깨비시장,99,돼지고기(생삼겹살),600g,12600,2018-02,,2018-02-26,001,전통시장,350000,노원구
1200980,96,공릉동 도깨비시장,283,닭고기(육계),1마리,7000,2018-02,,2018-02-26,001,전통시장,350000,노원구
1200981,96,공릉동 도깨비시장,17,달걀,10개,2800,2018-02,,2018-02-26,001,전통시장,350000,노원구
1200982,96,공릉동 도깨비시장,320,달걀(30개),30개,7000,2018-02,,2018-02-26,001,전통시장,350000,노원구
1200983,96,공릉동 도깨비시장,260,"조기(냉동,수입산)",1마리(20cm),5000,2018-02,부세중국산,2018-02-26,001,전통시장,350000,노원구
1200984,96,공릉동 도깨비시장,152,"명태(러시아,냉동)",1마리,3000,2018-02,,2018-02-26,001,전통시장,350000,노원구
1200985,96,공릉동 도깨비시장,256,"오징어(냉동,국산)",1마리(20cm),4000,2018-02,,2018-02-26,001,전통시장,350000,노원구
1200986,96,공릉동 도깨비시장,268,"고등어(냉동,국산)",1마리(25cm),5000,2018-02,,2018-02-26,001,전통시장,350000,노원구
1200987,100,홈플러스 중계점,305,"사과(부사, 300g)",1개(369g),1590,2018-02,부사,2018-02-26,002,대형마트,350000,노원구
1200988,100,홈플러스 중계점,306,"배(신고, 600g)",1개600g),3300,2018-02,,2018-02-26,002,대형마트,350000,노원구
1200989,100,홈플러스 중계점,307,배추(2.5~3kg),1포기(1876kg),3580,2018-02,,2018-02-26,002,대형마트,350000,노원구
1200990,100,홈플러스 중계점,308,무(1kg),1개,2580,2018-02,,2018-02-26,002,대형마트,350000,노원구
1200991,100,홈플러스 중계점,309,양파(1.5kg망),1개(2596g),3180,2018-02,양파,2018-02-26,002,대형마트,350000,노원구
1200992,100,홈플러스 중계점,23,상추,100g,995,2018-02,,2018-02-26,002,대형마트,350000,노원구
1200993,100,홈플러스 중계점,311,오이(다다기),1개,990,2018-02,,2018-02-26,002,대형마트,350000,노원구
1200994,100,홈플러스 중계점,312,애호박,1개,2490,2018-02,,2018-02-26,002,대형마트,350000,노원구
1200995,100,홈플러스 중계점,58,"쇠고기(한우,불고기)",600g,23940,2018-02,1,2018-02-26,002,대형마트,350000,노원구
1200996,100,홈플러스 중계점,299,삼겹살,600g,15540,2018-02,,2018-02-26,002,대형마트,350000,노원구
1200997,100,홈플러스 중계점,138,닭고기(토종닭),1마리,7990,2018-02,챰프리,2018-02-26,002,대형마트,350000,노원구
1200998,100,홈플러스 중계점,171,달걀(10개),10개,2780,2018-02,신선특란,2018-02-26,002,대형마트,350000,노원구
1200999,100,홈플러스 중계점,320,달걀(30개),30개,5980,2018-02,신선특란,2018-02-26,002,대형마트,350000,노원구
1201000,100,홈플러스 중계점,144,"조기(국산,냉동)",1마리,5480,2018-02,백조기,2018-02-26,002,대형마트,350000,노원구
1201001,100,홈플러스 중계점,264,"명태(냉동,수입산)",1마리,3490,2018-02,캐나다,2018-02-26,002,대형마트,350000,노원구
1201002,100,홈플러스 중계점,256,"오징어(냉동,국산)",1마리(25cm),3590,2018-02,,2018-02-26,002,대형마트,350000,노원구
1201003,100,홈플러스 중계점,269,"고등어(냉동,수입산)",1마리(30Cm),1490,2018-02,노르웨이,2018-02-26,002,대형마트,350000,노원구
1201004,98,롯데백화점 노원점,305,"사과(부사, 300g)",1개350g,3300,2018-02,부사,2018-02-26,002,대형마트,350000,노원구
1201005,98,롯데백화점 노원점,306,"배(신고, 600g)",1개600g),3300,2018-02,신고배,2018-02-26,002,대형마트,350000,노원구
1201006,98,롯데백화점 노원점,307,배추(2.5~3kg),1포기,3980,2018-02,솎은배추,2018-02-26,002,대형마트,350000,노원구
1201007,98,롯데백화점 노원점,25,무,1개,3580,2018-02,1kg300g,2018-02-26,002,대형마트,350000,노원구
1201008,98,롯데백화점 노원점,309,양파(1.5kg망),1망(1.6kg),6000,2018-02,양파,2018-02-26,002,대형마트,350000,노원구
1201009,98,롯데백화점 노원점,23,상추, (100g),1320,2018-02,,2018-02-26,002,대형마트,350000,노원구
1201010,98,롯데백화점 노원점,311,오이(다다기),1개,1290,2018-02,,2018-02-26,002,대형마트,350000,노원구
1201011,98,롯데백화점 노원점,119,호박(인큐베이터),1개(266g),2580,2018-02,,2018-02-26,002,대형마트,350000,노원구
1201012,98,롯데백화점 노원점,58,"쇠고기(한우,불고기)",600g,46800,2018-02,1+,2018-02-26,002,대형마트,350000,노원구
1201013,98,롯데백화점 노원점,99,돼지고기(생삼겹살),600g,27900,2018-02,,2018-02-26,002,대형마트,350000,노원구
1201014,98,롯데백화점 노원점,138,닭고기(토종닭),1마리,12900,2018-02,,2018-02-26,002,대형마트,350000,노원구
1201015,98,롯데백화점 노원점,171,달걀(10개),10개,6500,2018-02,1+,2018-02-26,002,대형마트,350000,노원구
1201016,98,롯데백화점 노원점,320,달걀(30개),30개,6500,2018-02,자연란,2018-02-26,002,대형마트,350000,노원구
1201017,98,롯데백화점 노원점,260,"조기(냉동,수입산)",1마리,6000,2018-02,부세중국산,2018-02-26,002,대형마트,350000,노원구
1201018,98,롯데백화점 노원점,152,"명태(러시아,냉동)",1마리,0,2018-02,미입고,2018-02-26,002,대형마트,350000,노원구
1201019,98,롯데백화점 노원점,256,"오징어(냉동,국산)",1마리(20cm,3250,2018-02,,2018-02-26,002,대형마트,350000,노원구
1201020,98,롯데백화점 노원점,316,"고등어(30cm,국산)",1마리,7500,2018-02,,2018-02-26,002,대형마트,350000,노원구
1201021,210,상계중앙시장,305,"사과(부사, 300g)",1개(266g),1500,2018-02,,2018-02-26,001,전통시장,350000,노원구
1201022,210,상계중앙시장,306,"배(신고, 600g)",1개(580g),2000,2018-02,,2018-02-26,001,전통시장,350000,노원구
1201023,210,상계중앙시장,307,배추(2.5~3kg),1포기3500,5000,2018-02,,2018-02-26,001,전통시장,350000,노원구
1201024,210,상계중앙시장,308,무(1kg),1개,3500,2018-02,,2018-02-26,001,전통시장,350000,노원구
1201025,210,상계중앙시장,309,양파(1.5kg망),1망(,3000,2018-02,,2018-02-26,001,전통시장,350000,노원구
1201026,210,상계중앙시장,23,상추, (100g),500,2018-02,,2018-02-26,001,전통시장,350000,노원구
1201027,210,상계중앙시장,22,오이,1개,700,2018-02,,2018-02-26,001,전통시장,350000,노원구
1201028,210,상계중앙시장,312,애호박,1개,2000,2018-02,,2018-02-26,001,전통시장,350000,노원구
1201029,210,상계중앙시장,58,"쇠고기(한우,불고기)",600g,23000,2018-02,,2018-02-26,001,전통시장,350000,노원구
1201030,210,상계중앙시장,99,돼지고기(생삼겹살),600g,12600,2018-02,,2018-02-26,001,전통시장,350000,노원구
1201031,210,상계중앙시장,283,닭고기(육계),1마리,6000,2018-02,,2018-02-26,001,전통시장,350000,노원구
1201032,210,상계중앙시장,17,달걀,10개,2800,2018-02,,2018-02-26,001,전통시장,350000,노원구
1201033,210,상계중앙시장,320,달걀(30개),30개,7000,2018-02,,2018-02-26,001,전통시장,350000,노원구
1201034,210,상계중앙시장,260,"조기(냉동,수입산)",1마리(20cm),6000,2018-02,부세중국산,2018-02-26,001,전통시장,350000,노원구
1201035,210,상계중앙시장,152,"명태(러시아,냉동)",1마리,3500,2018-02,,2018-02-26,001,전통시장,350000,노원구
1201036,210,상계중앙시장,256,"오징어(냉동,국산)",1마리(20cm),5000,2018-02,,2018-02-26,001,전통시장,350000,노원구
1201037,210,상계중앙시장,268,"고등어(냉동,국산)",1마리(30cm),5000,2018-02,,2018-02-26,001,전통시장,350000,노원구
1201038,115,남문시장,305,"사과(부사, 300g)",1개,3000,2018-02,의성,2018-02-26,001,전통시장,545000,금천구
1201039,115,남문시장,306,"배(신고, 600g)",1개,3500,2018-02,국산,2018-02-26,001,전통시장,545000,금천구
1201040,115,남문시장,307,배추(2.5~3kg),1포기,2000,2018-02,해남,2018-02-26,001,전통시장,545000,금천구
1201041,115,남문시장,308,무(1kg),1개,2300,2018-02,제주도,2018-02-26,001,전통시장,545000,금천구
1201042,115,남문시장,309,양파(1.5kg망),1망,3800,2018-02,무안,2018-02-26,001,전통시장,545000,금천구
1201043,115,남문시장,310,상추(100g),100g,900,2018-02,광명,2018-02-26,001,전통시장,545000,금천구
1201044,115,남문시장,311,오이(다다기),1개,750,2018-02,국산,2018-02-26,001,전통시장,545000,금천구
1201045,115,남문시장,119,호박(인큐베이터),1개,1000,2018-02,의령,2018-02-26,001,전통시장,545000,금천구
1201046,115,남문시장,58,"쇠고기(한우,불고기)",1등급(600g),26800,2018-02,안양협신,2018-02-26,001,전통시장,545000,금천구
1201047,115,남문시장,202,돼지고기(생삼겹살),1등급(600g),11900,2018-02,안양협신,2018-02-26,001,전통시장,545000,금천구
1201048,115,남문시장,283,닭고기(육계),1마리(1kg),5800,2018-02,한백유통,2018-02-26,001,전통시장,545000,금천구
1201049,115,남문시장,17,달걀,10개,2400,2018-02,당진농장,2018-02-26,001,전통시장,545000,금천구
1201050,115,남문시장,320,달걀(30개),30개,5500,2018-02,당진농장,2018-02-26,001,전통시장,545000,금천구
1201051,115,남문시장,135,"조기(중국산,생물)",1마리(25cm),3300,2018-02,중국산,2018-02-26,001,전통시장,545000,금천구
1201052,115,남문시장,264,"명태(냉동,수입산)",1마리(45cm),3000,2018-02,러시아,2018-02-26,001,전통시장,545000,금천구
1201053,115,남문시장,254,"오징어(생물,국산)",1마리(25cm),5000,2018-02,국산-행사,2018-02-26,001,전통시장,545000,금천구
1201054,115,남문시장,266,"고등어(생물,국산)",1개1마리(25cm),3000,2018-02,벌교,2018-02-26,001,전통시장,545000,금천구
1201055,127,남성시장,305,"사과(부사, 300g)",1개,2000,2018-02,부사,2018-02-26,001,전통시장,590000,동작구
1201056,127,남성시장,306,"배(신고, 600g)",1개,3000,2018-02,신고배,2018-02-26,001,전통시장,590000,동작구
1201057,127,남성시장,26,배추,1포기(2.5~3kg),4500,2018-02,1망3통13000원,2018-02-26,001,전통시장,590000,동작구
1201058,127,남성시장,274,"무(세척무, 중)",1개(1.0kg),3000,2018-02,월동무,2018-02-26,001,전통시장,590000,동작구
1201059,127,남성시장,272,양파(작은망),1망(1.5kg),6000,2018-02,양피8입,2018-02-26,001,전통시장,590000,동작구
1201060,127,남성시장,23,상추,100g,500,2018-02,청상추,2018-02-26,001,전통시장,590000,동작구
1201061,127,남성시장,311,오이(다다기),1개,800,2018-02,백오이,2018-02-26,001,전통시장,590000,동작구
1201062,127,남성시장,312,애호박,1개,1500,2018-02,인큐애호박,2018-02-26,001,전통시장,590000,동작구
1201063,127,남성시장,58,"쇠고기(한우,불고기)",600g(1+등급),27000,2018-02,한우100g4500원,2018-02-26,001,전통시장,590000,동작구
1201064,127,남성시장,52,돼지고기(삼겹살),600g,12900,2018-02,삼겹살100g2150원,2018-02-26,001,전통시장,590000,동작구
1201065,127,남성시장,283,닭고기(육계),1마리(1.1kg),6000,2018-02,하림생닭,2018-02-26,001,전통시장,590000,동작구
1201066,127,남성시장,171,달걀(10개),10개,4000,2018-02,굿모닝특란10구,2018-02-26,001,전통시장,590000,동작구
1201067,127,남성시장,320,달걀(30개),30개,4500,2018-02,특런30구,2018-02-26,001,전통시장,590000,동작구
1201068,127,남성시장,303,조기,1마리(20cm),2000,2018-02,국산참조기,2018-02-26,001,전통시장,590000,동작구
1201069,127,남성시장,152,"명태(러시아,냉동)",1마리(45cm),3000,2018-02,러시아산,2018-02-26,001,전통시장,590000,동작구
1201070,127,남성시장,254,"오징어(생물,국산)",1마리(25cm),3500,2018-02,속초오징어27cm,2018-02-26,001,전통시장,590000,동작구
1201071,127,남성시장,266,"고등어(생물,국산)",1마리(30cm),2000,2018-02,국산,2018-02-26,001,전통시장,590000,동작구
1201072,154,홈플러스 강동점,305,"사과(부사, 300g)",1개,1750,2018-02,엔비(4-6)6990,2018-02-26,002,대형마트,740000,강동구
1201073,154,홈플러스 강동점,306,"배(신고, 600g)",1개,1500,2018-02,5990(4개)맛이예쁜,2018-02-26,002,대형마트,740000,강동구
1201074,154,홈플러스 강동점,175,배추(중간),1포기,3580,2018-02,,2018-02-26,002,대형마트,740000,강동구
1201075,154,홈플러스 강동점,308,무(1kg),1개,2580,2018-02,햇무,2018-02-26,002,대형마트,740000,강동구
1201076,154,홈플러스 강동점,24,양파,1망(1.5kg),3150,2018-02,햇양파,2018-02-26,002,대형마트,740000,강동구
1201077,154,홈플러스 강동점,310,상추(100g),1봉지,1990,2018-02,양주,2018-02-26,002,대형마트,740000,강동구
1201078,154,홈플러스 강동점,311,오이(다다기),1개,990,2018-02,,2018-02-26,002,대형마트,740000,강동구
1201079,154,홈플러스 강동점,312,애호박,1개,2490,2018-02,청원,2018-02-26,002,대형마트,740000,강동구
1201080,154,홈플러스 강동점,58,"쇠고기(한우,불고기)",600g 1등급,23940,2018-02,100g3990(도드람),2018-02-26,002,대형마트,740000,강동구
1201081,154,홈플러스 강동점,52,돼지고기(삼겹살),600g,10740,2018-02,100g1790한냉),2018-02-26,002,대형마트,740000,강동구
1201082,154,홈플러스 강동점,275,닭고기(중간),1마리(8500g),5990,2018-02,황금닭,2018-02-26,002,대형마트,740000,강동구
1201083,154,홈플러스 강동점,171,달걀(10개),10개,2780,2018-02,신선특란,2018-02-26,002,대형마트,740000,강동구
1201084,154,홈플러스 강동점,320,달걀(30개),30개,5980,2018-02,신선특란,2018-02-26,002,대형마트,740000,강동구
1201085,154,홈플러스 강동점,260,"조기(냉동,수입산)",1마리(25cm),0,2018-02,미입고,2018-02-26,002,대형마트,740000,강동구
1201086,154,홈플러스 강동점,264,"명태(냉동,수입산)",1마리(40cm),0,2018-02,미입고,2018-02-26,002,대형마트,740000,강동구
1201087,154,홈플러스 강동점,256,"오징어(냉동,국산)",1마리(35cm),3590,2018-02,7180(2마리),2018-02-26,002,대형마트,740000,강동구
1201088,154,홈플러스 강동점,268,"고등어(냉동,국산)",1마리(30m),2990,2018-02,중,2018-02-26,002,대형마트,740000,강동구
1201089,153,이마트 명일점,270,"사과(부사),중급(중)",1개,1330,2018-02,7980(6-13보조개),2018-02-26,002,대형마트,740000,강동구
1201090,153,이마트 명일점,170,"배(신고),중급(대)",1개,2140,2018-02,2개4280,2018-02-26,002,대형마트,740000,강동구
1201091,153,이마트 명일점,26,배추,1포기(1.5kg),3580,2018-02,Pk배추,2018-02-26,002,대형마트,740000,강동구
1201092,153,이마트 명일점,25,무,1개(1kg),2980,2018-02,제주무,2018-02-26,002,대형마트,740000,강동구
1201093,153,이마트 명일점,272,양파(작은망),1망(1.8kg),3150,2018-02,,2018-02-26,002,대형마트,740000,강동구
1201094,153,이마트 명일점,23,상추,1봉지,1580,2018-02,예냉,2018-02-26,002,대형마트,740000,강동구
1201095,153,이마트 명일점,22,오이,1개,660,2018-02,3280(5개),2018-02-26,002,대형마트,740000,강동구
1201096,153,이마트 명일점,119,호박(인큐베이터),1개,2980,2018-02,논개,2018-02-26,002,대형마트,740000,강동구
1201097,153,이마트 명일점,58,"쇠고기(한우,불고기)",600g,41400,2018-02,100g6900)팜스토리,2018-02-26,002,대형마트,740000,강동구
